,日期,成交股數,開盤價,最高價,最低價,收盤價,成交筆數
0, 88/01/05,"1,193,000",45.0,45.1,43.0,45.0,317
1, 88/01/06,"696,000",43.2,45.8,43.2,44.5,247
2, 88/01/07,"1,668,837",45.1,45.5,43.6,43.9,407
3, 88/01/08,"4,571,046",43.9,43.9,40.9,40.9,"1,159"
4, 88/01/11,"5,511,233",38.8,40.7,38.1,38.1,994
5, 88/01/12,"5,545,454",37.0,37.9,35.5,35.5,"1,350"
6, 88/01/13,"3,594,037",35.2,37.9,35.2,37.9,"1,047"
7, 88/01/14,"4,269,950",38.5,38.5,37.0,37.2,"1,234"
8, 88/01/15,"2,049,310",37.0,38.2,36.1,38.2,706
9, 88/01/16,"3,044,031",38.5,38.7,37.5,37.6,584
10, 88/01/18,"1,687,000",37.8,38.3,37.2,37.2,416
11, 88/01/19,"2,022,345",37.2,37.2,35.5,35.9,599
12, 88/01/20,"1,796,700",35.9,35.9,34.3,34.4,510
13, 88/01/21,"3,886,840",34.4,36.4,34.2,35.5,800
14, 88/01/22,"2,843,753",35.5,37.0,35.3,36.5,915
15, 88/01/25,"1,516,403",36.0,36.2,34.8,35.0,484
16, 88/01/26,"1,505,250",35.5,35.8,35.0,35.8,432
17, 88/01/27,"1,807,317",36.0,36.7,35.9,36.2,474
18, 88/01/28,"1,569,650",36.1,36.2,35.6,36.0,279
19, 88/01/29,"1,229,459",36.0,36.0,35.1,35.3,235
0, 90/01/02,"584,000",14.0,14.1,13.55,13.9,189
1, 90/01/03,"3,161,552",14.0,14.8,13.9,14.7,570
2, 90/01/04,"10,870,108",15.0,15.7,14.5,15.7,"1,234"
3, 90/01/05,"11,938,373",15.6,15.6,14.85,15.3,"1,205"
4, 90/01/08,"14,524,558",15.0,15.1,14.6,14.6,"1,655"
5, 90/01/09,"4,957,792",14.6,14.85,14.3,14.6,"1,060"
6, 90/01/10,"6,195,900",14.6,15.2,14.6,15.1,"1,260"
7, 90/01/11,"8,789,585",15.6,15.9,15.2,15.5,"1,711"
8, 90/01/12,"3,982,768",15.8,15.8,14.45,14.8,773
9, 90/01/15,"1,578,952",14.3,14.8,14.3,14.8,376
10, 90/01/16,"5,924,721",15.2,15.5,15.1,15.4,"1,158"
11, 90/01/17,"4,131,953",15.3,15.3,14.8,15.0,778
12, 90/01/18,"3,608,033",15.2,15.5,15.0,15.2,789
13, 90/01/29,"4,387,000",15.4,15.8,15.1,15.1,867
14, 90/01/30,"2,986,179",15.4,15.4,15.0,15.2,582
0, 90/02/01,"6,595,481",16.6,16.6,15.3,15.6,"1,391"
1, 90/02/02,"11,613,591",16.0,16.6,15.7,16.4,"2,280"
2, 90/02/05,"15,623,499",16.7,17.5,16.6,17.2,"2,793"
3, 90/02/06,"8,480,610",16.9,17.1,16.0,16.0,"1,740"
4, 90/02/07,"5,015,013",15.5,15.7,14.9,15.0,"1,155"
5, 90/02/08,"3,015,601",14.8,15.2,14.7,15.1,596
6, 90/02/09,"4,062,189",15.2,15.5,15.1,15.4,874
7, 90/02/12,"4,396,901",16.0,16.4,15.8,16.4,"1,132"
8, 90/02/13,"7,800,607",17.3,17.3,16.5,16.6,"1,563"
9, 90/02/14,"4,989,358",17.0,17.0,15.5,16.0,"1,210"
10, 90/02/15,"5,569,172",16.0,16.4,15.9,16.2,"1,125"
11, 90/02/16,"4,111,041",16.3,16.3,15.5,15.5,911
12, 90/02/19,"3,598,526",14.8,15.9,14.8,15.3,869
13, 90/02/20,"3,599,536",15.8,16.1,15.5,15.6,884
14, 90/02/21,"1,688,010",15.6,16.0,15.3,15.5,490
15, 90/02/22,"3,421,850",15.3,15.4,14.7,14.75,694
16, 90/02/23,"1,261,781",14.75,15.2,14.75,15.0,376
17, 90/02/26,"1,302,580",15.1,15.3,14.9,14.9,388
0, 90/03/01,"1,670,457",14.9,14.95,14.7,14.8,344
1, 90/03/02,"1,414,475",15.0,15.1,14.5,14.55,358
2, 90/03/05,"770,211",14.75,14.8,14.6,14.65,225
3, 90/03/06,"2,212,342",14.8,15.4,14.8,15.1,617
4, 90/03/07,"1,288,291",15.4,15.4,14.9,15.0,355
5, 90/03/08,"3,957,169",15.1,15.6,15.0,15.6,930
6, 90/03/09,"7,295,049",16.6,16.6,16.5,16.6,"1,674"
7, 90/03/12,"9,555,827",16.6,17.0,16.5,16.5,"2,144"
8, 90/03/13,"4,335,738",16.3,16.3,15.8,15.8,"1,091"
