,日期,成交股數,開盤價,最高價,最低價,收盤價,成交筆數
0, 87/07/02,"891,748",47.2,47.8,46.7,47.4,220
1, 87/07/03,"729,094",47.6,48.4,47.1,47.5,167
2, 87/07/04,"874,529",47.6,48.4,47.0,48.4,189
3, 87/07/06,"1,371,000",48.4,49.3,48.0,48.5,301
4, 87/07/07,"424,000",49.0,49.0,48.1,48.4,143
5, 87/07/08,"3,772,000",48.9,50.5,48.8,50.5,816
6, 87/07/09,"3,404,000",45.0,45.1,42.9,42.9,880
7, 87/07/10,"476,500",42.5,43.1,42.0,42.9,173
8, 87/07/13,"1,453,349",44.7,44.7,43.8,44.5,418
9, 87/07/14,"578,100",45.2,45.2,43.5,43.7,209
10, 87/07/15,"306,150",44.0,44.2,43.7,43.9,94
11, 87/07/16,"426,501",44.0,44.2,43.1,43.5,142
12, 87/07/17,"282,550",43.5,44.2,43.5,44.0,148
13, 87/07/18,"4,537,300",44.7,47.0,44.6,47.0,787
14, 87/07/20,"15,376,000",47.1,48.1,45.0,45.2,"2,196"
15, 87/07/21,"1,506,000",43.0,45.2,43.0,44.0,565
16, 87/07/22,"1,659,003",43.8,44.0,43.0,43.8,292
17, 87/07/23,"1,638,200",43.8,44.5,43.5,44.3,422
18, 87/07/24,"411,000",44.0,44.3,43.6,43.6,201
19, 87/07/27,"734,050",43.6,44.2,43.3,43.5,296
20, 87/07/28,"324,100",43.6,43.9,43.1,43.1,163
21, 87/07/29,"279,300",43.0,43.1,42.5,42.5,132
22, 87/07/30,"919,100",42.5,42.6,41.3,41.7,321
0, 87/08/01,"153,010",41.6,41.8,41.2,41.4,84
1, 87/08/03,"246,000",42.4,42.4,41.4,41.6,89
2, 87/08/04,"245,100",42.0,42.4,41.6,41.7,152
3, 87/08/05,"134,100",42.0,42.0,41.0,41.7,70
4, 87/08/06,"276,050",42.0,42.0,41.5,41.6,84
5, 87/08/07,"736,000",41.6,42.3,41.5,41.8,189
6, 87/08/10,"438,050",42.0,42.0,41.4,41.6,83
7, 87/08/11,"120,725",41.5,41.9,41.3,41.5,53
8, 87/08/12,"334,450",41.5,41.7,40.6,41.7,137
9, 87/08/13,"442,100",41.7,42.4,41.2,41.2,229
10, 87/08/14,"204,100",41.9,42.0,41.3,41.9,87
11, 87/08/15,"157,400",42.0,42.1,41.5,41.5,69
12, 87/08/17,"89,000",41.8,41.8,41.0,41.5,43
13, 87/08/18,"221,000",41.1,41.5,40.8,41.0,111
14, 87/08/19,"234,220",41.5,41.5,40.9,41.0,115
15, 87/08/20,"246,550",41.0,41.3,40.5,40.6,131
16, 87/08/21,"255,050",40.6,40.7,40.0,40.1,145
17, 87/08/24,"358,050",39.5,39.6,37.7,37.7,181
18, 87/08/25,"613,000",37.7,38.4,36.8,37.7,207
19, 87/08/26,"284,000",38.1,38.2,37.9,38.0,128
20, 87/08/27,"492,000",38.0,38.1,37.7,38.1,158
21, 87/08/28,"410,000",35.5,37.5,35.5,37.5,118
22, 87/08/29,"234,000",37.2,38.5,37.2,37.8,106
0, 87/09/01,"739,000",36.5,37.8,36.5,37.1,183
1, 87/09/02,"203,000",37.1,37.5,37.1,37.5,78
2, 87/09/03,"198,867",37.5,38.0,37.5,37.7,102
3, 87/09/04,"333,050",37.7,38.4,37.7,38.4,115
4, 87/09/05,"378,100",38.6,39.8,38.2,39.2,167
5, 87/09/07,"153,000",39.6,39.6,38.7,38.9,80
6, 87/09/08,"245,488",39.2,39.2,38.5,38.9,101
7, 87/09/09,"282,129",39.3,39.3,38.6,38.8,102
8, 87/09/10,"98,649",38.8,39.2,38.6,38.6,72
9, 87/09/11,"270,000",38.0,39.0,38.0,38.6,91
10, 87/09/14,"682,676",39.0,39.0,37.8,38.0,229
11, 87/09/15,"735,919",38.8,38.8,37.5,38.1,288
12, 87/09/16,"229,057",38.6,38.6,38.0,38.3,99
13, 87/09/17,"312,487",38.6,38.8,38.3,38.6,139
14, 87/09/18,"204,508",38.6,38.9,38.2,38.5,125
15, 87/09/19,"457,675",38.5,39.5,38.5,39.2,189
16, 87/09/21,"531,000",39.5,39.5,39.0,39.1,154
17, 87/09/22,"238,274",39.1,39.5,39.0,39.2,118
18, 87/09/23,"298,791",39.7,39.7,39.1,39.6,136
19, 87/09/24,"362,125",39.5,39.6,39.2,39.5,147
20, 87/09/25,"130,078",39.3,39.5,39.0,39.0,68
21, 87/09/28,"210,815",39.2,39.2,38.6,38.7,91
22, 87/09/29,"93,885",38.7,39.3,38.6,38.6,53
0, 87/10/01,"112,001",38.5,38.8,38.5,38.5,56
1, 87/10/02,"392,999",38.1,38.5,37.8,38.0,120
2, 87/10/03,"133,252",38.5,38.7,37.7,38.7,82
3, 87/10/06,"208,000",37.7,38.6,37.7,38.1,102
4, 87/10/07,"62,415",38.6,38.6,38.1,38.2,55
5, 87/10/08,"248,183",38.6,39.2,38.1,39.0,136
6, 87/10/09,"153,941",39.1,39.2,38.3,38.9,61
7, 87/10/12,"152,215",39.0,39.0,38.5,38.6,68
8, 87/10/13,"137,265",38.7,39.0,38.5,38.6,66
9, 87/10/14,"165,182",38.7,38.9,38.5,38.7,67
10, 87/10/15,"62,049",38.9,38.9,38.5,38.6,38
11, 87/10/17,"276,749",39.3,39.3,38.7,38.7,100
12, 87/10/19,"85,000",39.3,39.3,38.5,38.6,36
13, 87/10/20,"57,285",39.0,39.0,38.5,38.5,38
14, 87/10/21,"144,384",38.9,38.9,38.5,38.8,61
15, 87/10/22,"213,732",39.0,39.0,38.7,38.9,81
16, 87/10/23,"65,716",39.0,39.0,38.7,39.0,38
17, 87/10/26,"107,521",39.2,39.2,38.7,38.7,57
18, 87/10/27,"324,917",39.0,39.0,38.6,38.9,79
19, 87/10/28,"873,150",39.0,40.3,39.0,39.5,322
20, 87/10/29,"172,946",39.9,39.9,39.1,39.1,97
21, 87/10/30,"208,735",39.2,39.7,39.0,39.2,105
0, 87/11/02,"573,000",39.7,41.0,39.7,40.3,250
1, 87/11/03,"256,778",41.1,41.1,39.8,39.8,145
2, 87/11/04,"321,999",39.7,39.7,39.4,39.5,128
3, 87/11/05,"190,604",40.5,40.5,39.6,40.1,99
4, 87/11/06,"116,263",40.1,40.1,39.6,39.6,66
5, 87/11/07,"120,640",39.8,39.8,39.0,39.8,65
6, 87/11/09,"86,000",40.3,40.3,39.5,39.5,49
7, 87/11/10,"182,092",39.4,39.5,37.6,39.5,100
8, 87/11/11,"134,250",39.2,39.5,38.6,39.4,69
9, 87/11/13,"205,445",39.4,39.9,39.0,39.5,98
10, 87/11/16,"177,617",39.5,40.0,39.3,39.9,111
11, 87/11/17,"174,999",40.0,40.1,39.4,39.4,94
12, 87/11/18,"173,482",39.9,39.9,39.4,39.8,100
13, 87/11/19,"501,000",40.4,40.4,39.6,40.4,194
14, 87/11/20,"270,404",40.4,40.5,40.0,40.4,126
15, 87/11/21,"1,052,475",40.9,42.0,40.9,41.5,368
16, 87/11/23,"573,000",41.5,42.2,41.3,42.1,216
17, 87/11/24,"543,397",42.1,42.2,41.7,41.9,205
18, 87/11/25,"405,247",41.2,41.5,40.0,41.1,143
19, 87/11/26,"242,000",40.8,42.9,40.8,41.8,126
20, 87/11/27,"153,996",41.6,41.9,41.3,41.4,74
0, 87/12/01,"44,460",39.4,40.6,39.1,39.5,38
1, 87/12/02,"96,943",40.0,40.0,39.2,39.5,43
2, 87/12/03,"84,256",40.0,40.0,39.5,39.5,64
3, 87/12/04,"113,392",39.5,39.8,39.2,39.6,65
4, 87/12/07,"89,721",40.0,40.3,39.2,39.3,49
5, 87/12/08,"61,495",39.1,39.3,39.1,39.3,50
6, 87/12/09,"88,624",39.3,39.3,39.0,39.1,44
7, 87/12/10,"141,998",39.0,39.2,38.8,38.8,55
8, 87/12/11,"134,672",38.5,38.7,38.2,38.2,48
9, 87/12/14,"70,300",38.2,38.3,38.1,38.1,31
10, 87/12/15,"72,909",38.1,38.3,38.0,38.2,35
11, 87/12/16,"81,609",38.2,38.5,38.1,38.1,29
12, 87/12/17,"509,112",37.0,37.8,37.0,37.1,43
13, 87/12/18,"127,715",37.1,38.0,37.0,37.1,31
14, 87/12/19,"194,012",37.7,37.7,37.0,37.0,48
15, 87/12/21,"39,000",37.2,37.6,37.0,37.6,21
16, 87/12/22,"119,250",37.6,38.4,37.6,38.1,38
17, 87/12/23,"49,997",38.1,38.1,37.6,37.6,38
18, 87/12/24,"19,143",38.0,38.0,37.3,37.3,21
19, 87/12/28,"126,818",37.3,37.3,36.8,36.8,58
20, 87/12/29,"143,000",37.0,37.0,36.5,36.9,44
21, 87/12/30,"171,070",36.9,36.9,36.0,36.3,57
